Row;Arabidopsis thaliana;Brachypodium distachyon;Musa acuminata;Oryza sativa;Phoenix dactylifera;Sorghum bicolor
7415;1;1;1;1;0;1
18827;0;0;0;0;1;0
11037;0;0;0;1;0;1
20155;0;0;0;1;0;0
1414;1;1;1;1;1;1
21591;0;0;1;0;1;0
19236;0;0;0;0;0;1
2255;1;1;1;1;1;1
4354;1;1;1;1;0;1
17773;0;0;0;0;1;0
18395;0;0;1;0;0;0
11950;1;1;1;1;0;1
19902;0;0;0;1;0;0
9587;1;1;1;1;1;1
14889;0;1;0;1;0;0
17776;0;0;0;1;0;0
20693;0;1;0;0;0;0
5100;1;1;0;1;1;1
5587;1;1;1;1;1;1
8999;1;1;1;1;1;1
15839;0;1;0;1;0;1
9710;1;1;1;1;1;1
15000;0;0;0;1;0;1
19110;0;0;0;0;0;1
14449;1;0;0;0;0;1
4961;0;1;1;1;0;1
5498;1;1;1;1;0;1
3423;1;1;1;1;1;1
13189;0;1;0;1;0;0
7652;0;0;0;0;0;1
1329;1;1;1;1;1;1
1963;1;1;1;1;1;1
920;1;1;1;1;0;1
22760;0;0;0;1;0;1
18216;0;0;1;0;0;0
8105;1;1;1;1;1;1
7284;1;1;1;0;1;1
935;1;1;1;1;1;1
13384;1;0;1;1;1;0
12019;1;1;1;1;0;1
22900;0;0;0;1;0;1
1674;1;1;1;1;1;1
12355;1;1;0;1;1;1
6781;1;1;1;1;1;1
11808;1;1;1;1;0;1
3949;0;1;0;1;0;1
7317;0;0;1;0;1;1
498;1;1;1;1;1;1
4018;1;1;1;1;1;1
13313;1;0;0;0;0;0
18258;0;0;1;0;0;0
3294;1;1;1;1;1;1
21239;0;0;0;1;0;1
15013;0;0;0;1;0;1
2807;1;1;1;1;1;1
10567;0;1;1;1;0;1
16770;0;1;0;1;0;1
955;0;1;1;1;1;1
4873;1;1;1;1;1;1
17179;0;1;0;1;0;1
15894;0;0;1;1;0;1
8961;1;1;1;1;1;1
13377;0;0;0;1;0;0
19645;0;1;0;0;0;0
15386;0;1;0;1;0;1
10295;1;1;1;1;1;1
548;1;1;1;1;1;1
14249;1;0;1;0;0;0
2446;1;1;1;1;1;1
13168;0;0;0;1;0;0
21924;0;1;0;0;0;1
19415;0;0;0;0;1;0
16974;0;1;0;1;0;1
19894;0;0;0;0;1;0
19539;0;1;0;0;0;0
21297;0;0;0;1;0;1
17216;0;1;0;1;0;1
8475;1;1;1;1;1;1
10858;0;1;0;1;0;1
15417;0;0;1;1;0;1
4829;1;1;1;1;1;1
16534;0;1;0;1;0;1
21542;0;0;1;0;1;0
14045;0;1;0;1;0;0
2165;1;1;1;1;1;1
19429;0;0;0;0;1;0
9207;1;1;1;1;1;1
7566;1;0;0;0;0;0
3565;1;1;1;1;1;1
12781;1;0;1;0;1;0
2268;1;1;1;1;1;1
7067;1;1;1;1;1;1
1451;1;1;1;1;1;1
7535;1;0;0;0;1;0
14009;0;1;0;1;1;1
2838;1;1;1;1;1;1
15858;0;1;0;1;0;1
3225;1;1;1;1;1;1
14410;1;0;0;0;1;0
21786;0;0;0;1;0;1
763;1;1;1;1;1;1
4239;1;1;1;1;0;1
15477;0;1;0;1;0;1
3676;1;1;1;1;1;1
20262;1;0;0;0;0;0
16916;0;1;0;1;0;1
17584;0;1;0;1;0;1
15620;0;1;0;1;0;1
2615;1;1;1;1;0;1
14742;0;0;0;0;0;1
3716;1;1;1;1;1;1
9341;1;1;1;1;1;1
11400;0;1;1;1;1;1
21285;0;0;0;1;0;1
18897;1;0;0;0;0;0
21943;0;1;0;0;0;1
12245;1;1;1;1;0;1
10087;1;1;1;1;1;1
21355;0;0;1;0;1;0
1140;1;1;1;1;1;1
10656;0;1;1;1;0;1
1946;1;1;1;1;1;1
15019;0;0;0;1;0;1
2907;1;1;1;1;1;1
19261;0;0;0;0;0;1
2439;1;1;1;1;1;1
15004;0;1;0;1;0;0
21078;0;0;0;1;0;0
10805;0;0;0;0;0;1
12205;0;1;1;1;1;1
11391;1;1;1;1;0;1
13557;1;0;1;1;0;1
21458;0;0;1;0;1;0
1229;1;1;1;1;1;1
17596;0;1;0;1;0;1
6187;1;1;1;1;1;1
2805;1;1;1;1;1;1
22918;0;0;0;1;0;1
20705;0;1;0;0;0;0
17016;0;1;0;1;0;1
10340;1;1;1;1;1;1
20851;0;0;0;1;0;0
20980;0;0;0;1;0;0
6347;1;1;0;1;1;1
7579;1;1;1;0;1;1
11731;1;1;1;1;0;1
10991;0;1;0;1;0;1
10067;1;1;1;1;1;1
3091;0;0;1;1;0;1
21521;0;0;1;0;1;0
19530;0;0;0;0;1;0
6611;1;1;1;1;1;1
3332;1;1;1;1;1;1
15036;0;0;1;0;1;0
11825;1;1;1;1;0;1
10202;1;1;1;1;1;1
19624;0;1;0;0;0;0
1852;1;1;1;1;1;1
19083;0;0;0;0;1;0
735;1;1;1;1;1;1
18801;1;0;0;0;0;0
5552;0;1;1;1;1;1
1100;1;1;1;1;1;1
2287;1;1;1;1;1;1
3161;1;1;1;1;1;1
6094;1;1;1;1;0;1
7963;1;1;1;1;1;1
742;1;1;1;1;1;1
6823;0;1;1;1;1;1
11485;1;1;1;1;0;1
21915;0;1;0;1;0;0
20443;1;0;0;0;0;0
1623;1;1;1;1;1;1
13399;0;1;0;1;0;1
9358;1;1;1;1;1;1
6616;1;1;1;1;1;1
19314;0;0;0;0;0;1
16357;1;1;0;0;0;1
1290;1;1;1;1;1;1
13052;0;1;0;1;0;1
17222;0;1;0;1;0;1
19967;0;0;0;0;1;0
4490;1;1;1;1;1;1
12052;1;1;1;1;0;1
701;1;1;1;1;1;1
12152;0;1;1;1;1;1
22136;0;1;0;1;0;0
20440;1;0;0;0;0;0
12782;1;0;0;0;0;0
367;1;1;1;1;1;1
20764;0;0;0;1;0;0
4999;1;0;0;0;0;0
2716;1;1;1;1;1;1
4863;0;0;0;1;0;1
6724;1;1;1;1;1;1
2355;0;1;0;1;0;1
9599;1;1;1;1;1;1
9885;1;1;1;1;1;1
8095;1;1;1;1;1;1
12161;0;1;1;1;1;1
4074;1;1;1;1;1;1
6391;0;1;0;0;0;1
19453;0;0;0;0;1;0
17658;0;1;0;1;0;1
2120;1;1;1;1;1;1
6321;1;1;1;1;1;1
8493;1;1;1;1;1;1
16319;0;1;0;1;0;1
12434;0;1;0;1;0;0
22203;0;1;0;0;0;1
5449;1;1;1;1;1;1
15799;0;1;0;1;0;1
20599;0;0;0;0;0;1
19752;0;1;0;0;0;0
2254;0;0;0;0;1;0
22400;0;1;0;0;0;1
7014;1;1;1;1;1;1
8829;1;1;1;1;0;1
6458;1;1;1;1;1;1
16131;0;1;0;1;0;1
3216;1;1;1;1;1;1
8409;1;1;1;1;1;1
18896;1;0;0;0;0;0
9873;1;1;1;1;1;1
1321;1;1;1;1;0;1
16050;0;1;0;1;0;1
20920;0;0;0;1;0;0
38;1;1;1;1;1;1
19490;0;0;0;0;1;0
9447;1;1;1;1;1;1
9055;1;1;1;1;1;1
7194;1;1;1;1;0;1
11860;1;1;1;1;0;1
9479;1;1;1;1;1;1
19728;0;1;0;0;0;0
19970;0;0;0;0;1;0
9218;1;1;1;1;1;1
8040;1;1;1;1;1;1
13690;1;0;1;0;1;1
22041;0;1;0;1;0;0
14177;0;0;1;0;1;0
21350;0;0;0;1;0;1
8960;1;1;1;1;1;1
11780;0;1;1;1;1;1
20892;0;0;0;1;0;0
12262;1;1;1;1;0;1
16424;0;1;0;1;0;1
237;1;1;1;1;1;1
10211;1;1;1;1;1;1
15460;0;0;0;1;1;1
2116;1;1;1;1;1;1
3184;1;1;1;1;1;1
19876;0;0;0;1;0;0
16010;0;1;0;1;0;1
4795;1;1;1;1;0;1
17801;0;0;0;0;1;0
14153;0;0;0;1;0;1
19351;0;0;0;0;0;1
17210;0;1;0;1;0;1
19692;0;1;0;0;0;0
886;0;1;0;1;0;0
22017;0;1;0;1;0;0
7271;0;1;1;1;1;1
16758;0;1;0;1;0;1
9500;1;1;1;1;1;1
16310;0;1;0;1;0;1
15504;0;1;0;1;0;1
6227;1;1;1;1;1;1
11467;1;1;1;1;0;1
15202;1;0;0;0;0;0
22601;0;0;0;1;0;1
3939;1;1;1;1;1;1
16644;0;1;0;1;0;1
1486;1;1;1;1;0;1
3956;0;1;1;1;1;1
21704;0;0;1;0;1;0
14787;0;0;0;0;1;0
146;0;1;0;1;1;1
831;1;1;1;1;1;1
8289;1;1;1;1;1;1
4983;1;1;1;1;1;1
11244;1;1;1;1;0;1
21552;0;0;1;0;0;1
19787;0;0;0;1;0;0
20138;0;0;0;1;0;0
18463;1;0;0;0;0;0
11799;1;1;1;1;0;1
21390;0;0;1;0;1;0
21110;0;1;0;0;0;1
2154;1;1;1;1;1;1
18092;0;0;1;0;0;0
11197;1;1;1;1;0;1
20913;0;0;0;1;0;0
3954;0;1;1;1;1;1
9581;1;1;1;1;1;1
14110;0;0;0;1;0;1
5525;1;1;1;1;1;1
15040;0;1;0;1;0;0
6144;1;1;1;1;1;1
15295;0;0;0;1;0;0
5181;1;1;1;1;1;1
3304;1;1;1;1;1;1
20442;1;0;0;0;0;0
11529;1;1;1;0;1;1
5905;1;1;1;1;0;1
4279;1;1;1;1;1;1
16456;0;1;0;1;0;1
12419;0;1;0;1;0;1
14189;0;0;1;0;0;0
8564;1;1;1;1;1;1
9620;1;1;1;1;1;1
13797;0;1;1;1;0;1
1361;1;1;1;1;1;1
15814;0;1;0;1;0;1
22804;0;0;0;1;0;1
13735;1;0;1;0;1;1
19744;0;1;0;0;0;0
3287;1;1;1;1;1;1
13976;0;1;0;1;0;1
1991;1;1;1;1;1;1
22975;0;0;0;1;0;1
17013;0;1;0;1;0;1
18405;0;0;1;0;0;0
15479;0;1;0;1;0;1
18567;1;0;0;0;0;0
11955;1;0;1;1;1;1
7365;0;1;1;1;0;1
19287;0;0;0;0;0;1
4688;1;1;1;1;1;1
14499;1;0;0;0;1;0
16008;0;1;1;1;0;0
8385;1;1;1;1;1;1
11083;0;0;0;0;0;1
6981;1;1;1;1;1;1
14993;0;0;0;1;0;1
9414;1;1;1;1;1;1
4528;1;1;1;1;1;1
8001;1;1;1;1;1;1
21426;0;0;1;0;1;0
16466;0;1;0;1;0;1
13815;0;1;1;1;0;1
21711;0;0;1;0;1;0
20236;0;0;1;0;0;0
22867;0;0;0;1;0;1
17748;0;0;0;1;0;0
19218;0;0;0;0;0;1
11073;1;0;0;0;0;0
11010;0;1;0;1;0;1
21041;0;0;0;1;0;0
4077;1;1;1;1;1;1
3985;1;1;1;1;1;1
20368;1;0;0;0;0;0
8483;1;1;1;1;1;1
21648;0;0;1;0;1;0
8591;1;1;1;1;1;1
4000;1;1;1;1;1;0
11306;1;0;1;1;1;1
6700;1;1;1;1;1;1
18646;1;0;0;0;0;0
18583;1;0;0;0;0;0
15907;0;1;0;1;0;1
1995;1;0;1;1;1;1
2987;1;1;1;1;1;1
17707;0;0;0;1;0;0
8798;1;1;1;1;1;1
9288;1;1;1;1;1;1
20539;0;0;0;0;1;0
20387;1;0;0;0;0;0
3188;1;1;1;1;1;1
10371;1;1;1;1;1;1
18844;1;0;0;0;0;0
2037;1;1;1;1;1;1
1737;1;0;1;0;1;0
19068;0;0;0;0;0;1
21596;0;0;1;0;1;0
15767;0;1;0;1;0;1
19248;0;0;0;0;0;1
2921;1;1;1;1;1;1
22223;0;1;0;0;0;1
1635;1;1;1;1;1;1
21597;0;0;1;0;1;0
8143;1;1;1;1;1;1
21951;0;1;0;0;1;0
7678;0;1;0;1;0;1
9030;1;1;1;1;1;1
20344;1;0;0;0;0;0
7567;1;1;1;1;0;1
19670;0;1;0;0;0;0
368;1;1;1;1;1;1
22154;0;1;0;1;0;0
1310;1;1;1;1;1;1
9842;1;1;1;1;0;1
11443;1;1;1;1;0;1
18388;0;0;0;0;1;0
6228;1;1;1;1;1;1
10707;1;0;1;1;1;0
7822;0;1;1;1;1;1
14221;0;0;1;0;0;0
17610;0;1;0;1;0;1
20205;0;0;1;0;0;0
21211;0;0;0;1;1;0
6027;1;1;1;1;1;1
1134;1;1;1;1;1;1
5312;1;1;1;1;1;1
15901;0;1;0;1;0;1
9693;1;1;1;1;1;1
5046;1;1;1;1;1;1
3112;1;1;1;1;1;1
4726;1;1;1;1;1;1
35;1;1;1;1;1;1
19587;0;1;0;0;0;0
15;1;1;1;1;1;1
16153;0;1;0;1;0;1
15748;0;1;0;1;0;1
128;1;1;1;1;1;1
20132;0;0;1;0;0;0
2237;1;1;1;1;1;1
16045;0;1;0;1;0;1
15536;0;1;0;1;0;1
20715;0;1;0;0;0;0
292;1;1;1;1;1;1
10818;0;0;0;0;0;1
22754;0;0;0;1;0;1
16509;0;1;0;1;0;1
13717;0;1;1;1;0;1
19411;0;0;0;0;1;0
4235;0;1;1;1;0;1
1915;1;1;1;1;1;1
11287;1;1;1;1;0;1
16898;0;1;0;1;0;1
9453;1;1;1;1;1;1
15353;0;0;1;1;0;1
3993;1;1;1;1;1;1
22738;0;0;0;1;1;0
16625;0;1;0;1;0;1
20470;1;0;0;0;0;0
15398;0;1;0;1;0;1
21336;0;0;0;1;0;1
22234;0;1;0;1;0;0
9654;1;1;1;1;1;1
18468;1;0;0;0;0;0
426;1;1;1;1;1;1
2405;1;1;1;1;1;1
16209;1;0;1;0;1;0
5067;1;1;1;1;1;1
21249;0;0;0;1;0;1
6715;1;1;1;1;1;1
20673;0;0;0;0;1;0
12962;0;0;0;1;0;1
20927;0;0;0;1;0;0
12016;1;1;1;1;0;1
21100;0;0;0;1;0;1
17745;0;0;0;1;0;0
8436;1;1;1;1;1;1
16583;0;1;0;1;0;1
12311;1;1;1;1;0;1
21954;0;1;0;1;0;0
19160;0;0;0;0;0;1
6079;1;1;1;1;1;1
1106;1;1;1;1;1;1
17853;0;0;0;0;1;0
4086;1;0;1;1;1;1
17870;0;0;0;1;0;0
20084;0;0;0;1;0;0
19566;0;0;0;0;1;0
6802;0;0;0;1;0;0
20448;1;0;0;0;0;0
10323;1;1;1;1;1;1
1922;1;1;1;1;1;1
6335;1;1;1;1;1;1
7710;1;1;0;1;1;1
2879;1;1;1;1;1;1
4451;1;1;1;1;1;1
5901;1;1;1;1;1;1
10533;1;0;1;0;1;0
13426;0;1;0;1;1;1
16960;0;1;0;1;0;1
5779;1;1;1;1;1;1
5786;1;1;1;1;1;1
21407;0;0;1;0;1;0
5478;1;1;1;1;1;1
2365;1;1;1;1;1;1
7042;1;1;1;1;1;1
1638;1;1;1;1;1;1
7572;1;1;1;1;0;1
746;1;0;0;0;0;0
9394;1;1;1;1;1;1
21303;0;0;0;1;0;1
3846;1;1;1;1;1;1
2333;1;1;1;1;1;1
19138;0;0;0;0;0;1
7136;0;0;1;1;0;1
53;1;1;1;1;1;1
23020;0;0;0;1;0;1
17482;0;0;0;1;1;1
1247;0;0;0;0;0;1
3002;1;1;1;1;1;1
11737;1;1;1;1;0;1
21617;0;0;1;0;1;0
15309;0;0;0;1;0;0
12111;1;1;1;1;0;1
3131;1;1;1;1;1;1
13934;1;0;0;1;1;1
9474;1;1;1;1;1;1
8010;1;1;1;1;1;1
2306;1;1;1;1;1;1
11026;0;1;0;1;0;1
22708;0;0;0;1;0;1
18834;1;0;0;0;0;0
12083;0;1;1;1;1;1
12350;1;1;0;1;1;1
9687;1;1;1;1;1;1
19863;0;0;0;1;0;0
21015;0;0;0;0;1;0
13027;0;0;0;0;1;0
1759;1;1;1;1;1;1
20420;1;0;0;0;0;0
18231;0;0;1;0;0;0
11589;1;1;1;1;0;1
14019;0;1;0;1;0;1
10049;1;1;1;1;1;1
14698;0;0;0;1;0;1
9676;1;1;1;1;1;1
16537;0;1;0;1;0;1
8957;1;1;1;1;1;1
4702;1;1;1;1;1;1
18473;1;0;0;0;0;0
17499;0;1;0;1;0;1
15139;0;0;0;0;1;0
14351;0;0;1;0;0;0
12273;1;0;1;1;1;1
21364;0;0;0;0;1;1
13199;0;1;0;1;0;0
4413;1;1;1;1;1;1
5943;1;1;1;1;1;1
6714;1;1;1;1;1;1
9075;1;1;1;1;1;1
15993;0;0;0;1;1;1
17547;0;1;0;1;0;1
17467;0;1;0;1;0;1
1531;1;1;1;1;1;1
10586;0;1;1;1;0;1
22603;0;0;0;1;0;1
7265;1;0;1;0;1;0
7790;0;1;0;0;0;0
4671;1;1;1;1;1;1
3936;1;1;1;1;1;1
2271;1;0;0;1;1;1
11508;1;1;1;1;0;1
7753;0;1;0;1;0;1
12281;1;1;1;1;0;1
15804;0;1;0;1;0;1
2090;1;1;1;1;0;1
10877;0;0;0;0;1;0
14904;0;1;0;0;0;1
1702;1;0;1;0;0;0
1642;1;1;1;1;1;1
13869;1;1;0;1;0;1
16977;0;1;0;1;0;1
6774;1;1;1;1;1;1
3977;1;0;1;1;0;1
11147;0;1;1;1;1;1
7903;0;0;0;0;1;0
5319;1;1;1;1;1;1
2775;1;1;1;1;1;1
10420;1;1;1;1;1;1
13183;1;0;0;1;0;0
6969;1;1;1;1;1;1
2895;0;1;0;1;0;1
8326;1;1;1;1;1;1
14881;0;0;1;0;1;0
8788;1;1;1;1;1;1
16561;0;1;0;1;0;1
22413;0;1;0;1;0;0
2307;1;1;1;1;1;1
23049;0;0;0;1;0;1
3045;1;1;1;1;1;1
6661;0;1;0;1;0;1
12754;1;0;0;0;0;0
5585;1;1;1;1;1;1
10939;0;1;0;1;0;1
16759;0;1;0;1;0;1
1069;1;1;1;1;1;1
4991;1;1;1;1;1;1
2849;1;1;0;1;0;1
14715;0;0;0;0;0;1
18969;0;0;0;0;0;1
8468;1;1;1;1;1;1
21071;0;0;0;1;0;0
7057;1;1;1;1;1;1
2152;1;1;1;1;1;1
12856;0;0;0;1;0;1
3333;1;1;1;1;1;1
4834;1;1;1;1;0;1
1707;1;1;1;1;0;1
3255;1;1;1;1;1;1
4541;1;1;1;1;1;1
12828;0;0;0;0;0;1
13216;0;1;0;1;0;1
5290;1;1;1;1;1;1
12615;0;0;1;0;1;0
8980;1;1;1;1;1;1
2607;1;1;1;1;1;1
15864;0;0;1;1;0;1
3338;1;1;1;1;1;1
248;1;1;1;1;1;1
21587;0;0;1;0;1;0
14139;0;0;0;1;0;0
13065;0;1;0;1;0;1
2264;1;1;0;1;1;1
18663;1;0;0;0;0;0
6642;1;1;1;1;1;1
20740;0;1;0;0;0;0
15375;0;1;0;1;0;1
3415;1;1;1;1;1;1
2701;1;1;1;1;1;1
18371;0;0;1;0;0;0
366;1;1;1;1;1;1
7755;1;0;1;1;1;1
6881;1;1;1;1;1;1
4404;1;1;1;1;1;1
16122;0;0;1;1;1;0
11104;1;1;1;1;0;1
2637;1;1;1;1;1;1
17432;0;1;0;1;0;1
13533;0;1;0;1;0;1
8858;0;1;1;1;1;1
18787;1;0;0;0;0;0
2577;1;1;1;1;1;1
164;1;1;1;1;1;1
829;1;1;1;1;0;1
6483;1;1;1;1;1;1
7866;0;1;0;1;0;1
10048;1;1;1;1;1;1
9081;1;1;1;1;1;1
20082;0;0;0;1;0;0
16427;0;1;0;1;0;1
21804;1;0;1;0;0;0
16880;0;1;0;1;0;1
11303;1;1;1;1;0;1
2741;1;1;1;1;1;1
18637;1;0;0;0;0;0
14276;0;0;1;0;0;0
7791;1;1;1;1;0;1
847;0;1;1;1;0;1
10032;1;1;1;0;1;1
12140;1;1;1;1;0;1
4791;1;1;1;1;1;1
5756;0;1;1;1;1;1
16712;0;1;0;1;0;1
1084;1;1;1;1;1;1
3141;1;1;1;1;1;1
7163;1;1;1;1;0;1
921;1;1;1;1;1;1
6396;0;1;0;1;0;1
12243;1;1;1;1;0;1
22643;0;0;0;1;0;1
199;1;1;1;1;1;1
11698;0;1;1;1;1;1
12207;1;1;1;1;0;1
19424;0;0;0;0;1;0
13140;0;1;0;1;0;1
18162;0;0;1;0;0;0
12506;0;0;0;1;0;1
2548;1;1;1;1;1;1
3814;0;0;0;1;0;0
2626;1;1;1;1;1;1
3337;1;1;1;1;1;1
18749;1;0;0;0;0;0
21331;0;0;0;1;0;1
17352;0;1;0;1;0;1
18441;1;0;0;0;0;0
18911;1;0;0;0;0;0
17389;0;1;0;1;0;1
17794;0;0;0;1;0;0
9210;1;1;1;1;1;1
8657;1;1;1;1;1;1
17504;0;1;0;1;0;1
5241;1;1;1;1;1;1
4667;1;1;1;1;0;1
660;1;1;1;1;1;1
17942;0;0;1;0;0;0
19108;0;0;0;0;0;1
10117;1;1;1;1;1;1
1846;1;1;1;1;1;1
20230;0;0;1;0;0;0
6557;1;1;1;1;1;1
6986;1;1;1;1;1;1
14541;1;0;0;0;0;0
2280;1;1;1;1;1;1
9986;1;1;1;1;1;1
22227;0;1;0;1;0;0
18712;1;0;0;0;0;0
9131;1;1;1;1;1;1
5129;0;1;0;1;0;1
4670;1;1;1;1;1;1
15834;0;1;0;1;0;1
14546;0;0;0;0;0;1
16855;0;1;0;1;0;1
8582;1;1;1;1;1;1
7628;1;0;0;0;0;0
14211;0;0;1;0;1;0
23001;0;0;0;1;0;1
16208;0;1;0;1;0;1
17813;0;0;0;1;0;0
79;1;1;1;1;1;1
21598;0;0;1;0;1;0
10411;1;1;1;1;1;1
16472;0;1;0;1;0;1
7230;1;1;1;0;1;1
14219;0;0;1;0;0;0
15031;0;0;0;1;0;1
4375;1;1;1;1;1;1
14819;0;0;1;0;1;0
14321;0;0;1;0;0;0
2657;1;1;1;1;1;1
4349;1;1;1;1;1;1
341;1;1;1;1;1;1
14176;0;0;1;0;0;0
9464;1;1;1;1;1;1
22183;0;1;0;0;0;1
14851;0;1;0;0;0;1
15959;1;0;1;0;0;1
1700;1;1;1;1;1;1
9765;1;1;1;1;1;1
11754;1;1;1;1;0;1
2360;0;1;0;1;0;1
9514;1;1;1;1;1;1
18443;1;0;0;0;0;0
15473;0;1;0;1;0;1
17232;0;1;0;1;0;1
22119;0;1;0;1;0;0
9465;1;1;1;1;1;1
2710;1;1;1;1;0;1
20635;0;0;0;0;1;0
6825;1;1;1;1;1;1
325;1;1;1;1;1;1
7291;1;1;1;1;0;1
6310;1;1;1;1;1;1
17638;0;1;0;1;0;1
18334;0;0;1;0;0;0
20076;0;0;0;1;0;0
5353;1;1;1;1;0;1
11929;1;1;1;1;0;1
9336;1;1;1;1;1;1
17682;0;1;0;1;0;1
4886;1;1;1;1;1;1
14672;0;0;0;0;0;1
5464;0;0;0;0;1;0
13090;0;1;0;1;0;1
22557;0;1;0;0;0;1
6045;1;1;1;1;1;1
10606;0;1;1;1;0;1
13451;0;1;1;1;0;1
4749;1;1;1;1;1;1
9602;1;1;1;1;1;1
13229;0;1;0;1;0;1
14701;0;0;0;1;0;1
14688;0;0;0;0;0;1
12121;0;1;1;1;1;1
21824;1;0;1;0;0;0
16251;1;1;1;0;0;0
1724;1;1;1;1;1;1
7568;1;1;1;1;0;1
14075;0;0;0;0;1;0
22903;0;0;0;1;0;1
1210;1;1;1;1;1;1
2933;1;1;1;1;1;0
14164;0;0;1;0;0;0
13696;0;1;1;1;0;1
15944;1;0;1;0;1;0
16575;0;1;0;1;0;1
20118;0;0;0;1;0;0
20718;0;0;0;0;1;0
5387;1;1;1;1;1;1
6650;1;1;1;1;1;1
10066;1;1;1;1;1;1
1571;1;1;1;1;1;1
1764;1;0;1;1;1;1
5924;1;1;1;1;1;1
23030;0;0;0;1;0;1
7250;1;1;1;1;0;1
22870;0;0;0;1;0;1
10611;0;1;1;1;0;1
3649;1;1;1;1;1;1
12662;1;0;1;0;0;1
14619;0;0;0;0;0;1
20446;1;0;0;0;0;0
21274;0;0;0;1;0;1
13708;0;1;1;0;1;1
16315;0;1;0;1;0;1
11383;1;1;1;1;0;1
12422;0;1;0;1;0;1
14215;0;0;1;0;0;0
12485;1;0;0;0;1;0
17403;0;1;0;1;0;1
14629;0;0;0;1;0;1
10080;1;1;1;1;1;1
17805;0;0;0;0;1;0
17116;0;1;0;1;0;1
22539;0;1;0;0;0;1
22419;0;1;0;1;0;0
12196;0;1;1;1;1;1
2286;1;1;1;1;1;1
8421;1;1;1;1;1;1
11432;1;1;1;1;0;1
20433;1;0;0;0;0;0
21191;0;0;0;1;0;1
8899;1;1;1;1;1;1
20770;0;0;0;1;0;0
22858;0;0;0;1;0;1
11817;1;0;1;1;1;1
5706;1;1;1;1;1;1
9148;1;1;1;1;1;1
6356;1;1;1;1;1;1
15131;0;0;1;0;0;0
9457;1;1;1;1;1;1
17174;0;1;0;1;0;1
15556;0;1;0;1;0;1
663;1;1;1;1;1;1
8077;1;1;1;1;1;1
5381;1;1;1;1;1;1
6320;1;1;1;1;1;1
12414;0;1;0;1;0;1
4047;0;1;1;1;1;1
5660;1;1;1;1;1;1
17742;0;0;0;0;1;0
21162;0;0;0;1;0;1
16658;0;1;0;1;0;1
15828;0;1;0;1;0;1
17711;0;0;0;1;0;0
19398;0;0;0;0;1;0
8480;1;1;1;1;1;1
9570;1;1;1;1;1;1
20182;0;0;0;0;1;0
464;1;1;1;1;1;1
20000;0;0;0;1;0;0
10725;1;0;0;0;1;0
21028;0;0;0;1;0;0
2555;1;1;1;1;1;1
8156;1;1;1;1;1;1
6043;1;1;1;1;0;1
1367;1;1;1;1;1;1
11663;1;0;1;1;1;1
12389;1;1;0;1;1;1
18060;0;0;1;0;0;0
20876;0;0;0;1;0;0
21346;0;0;0;1;0;1
15384;0;1;0;1;0;1
3200;1;1;1;1;1;1
5247;1;1;1;1;0;1
15569;0;1;0;1;0;1
22967;0;0;0;1;0;1
7316;0;1;1;1;0;1
16629;0;1;0;1;0;1
17298;0;1;0;1;0;1
9036;1;1;1;1;1;1
20586;0;0;0;0;0;1
2727;1;1;1;1;1;1
4862;0;1;1;1;1;1
3164;1;1;1;1;1;1
14843;0;0;1;0;1;0
13778;1;0;1;0;1;1
24;0;1;1;1;1;1
22454;0;1;0;1;0;0
2649;1;1;1;1;1;1
10602;1;0;1;0;0;0
14370;0;0;1;0;0;0
18373;0;0;1;0;0;0
22629;0;0;0;1;0;1
21437;0;0;1;0;1;0
12271;0;1;1;1;1;1
8825;1;1;1;1;0;1
20487;1;0;0;0;0;0
10164;1;1;1;1;1;1
14416;1;0;0;0;0;0
9707;1;1;1;1;1;1
21366;0;0;1;0;1;0
10508;0;1;0;1;1;1
2903;1;1;1;1;1;1
3075;1;1;1;1;1;1
5524;1;1;1;1;1;1
1418;1;1;1;1;0;1
13750;0;1;1;1;0;1
20700;0;1;0;0;0;0
14080;1;0;0;0;1;0
10098;1;1;1;1;1;1
19885;0;0;0;1;0;0
23048;0;0;0;1;0;1
3414;1;1;1;1;0;1
10733;1;1;0;0;0;0
969;1;1;1;1;1;1
16768;0;1;0;1;0;1
4125;1;1;1;1;1;1
13899;1;1;0;1;0;1
7438;1;1;1;1;0;1
14119;0;0;0;1;0;1
15003;0;0;0;1;0;1
17451;0;1;0;1;0;1
14645;0;0;0;1;0;1
929;1;1;1;1;1;1
5209;1;1;1;1;0;1
10430;0;0;0;1;1;1
20410;1;0;0;0;0;0
10109;1;1;1;1;1;1
6587;1;1;1;1;1;1
9400;1;1;1;1;1;1
3224;1;1;1;1;1;1
14236;0;0;1;0;0;0
19209;0;0;0;0;0;1
4885;1;1;1;1;0;1
3348;1;1;1;1;1;1
21115;0;0;0;1;0;1
1534;0;1;0;1;0;1
10609;0;0;1;0;1;0
2672;1;1;1;1;0;1
15142;1;0;0;0;0;0
10686;0;0;1;1;1;1
12369;1;1;0;1;1;1
12535;0;0;1;0;0;0
4432;1;1;1;1;1;1
22046;0;0;0;1;0;1
22976;0;0;0;1;0;1
15616;0;1;0;1;0;1
22130;0;1;0;0;0;1
21026;0;0;0;1;0;0
4089;1;1;1;1;1;1
2481;1;1;1;1;1;1
17357;0;1;0;1;0;1
20044;0;0;0;1;0;0
22598;0;1;0;0;0;1
